DATE,ENERGY,HDD18_3,CDD10,CDD0,PRECTOT,RH2M,T2M_MAX,T2M_MIN,ALLSKY,T2M,HOLIDAY
1/1/2016 0:00,,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 1:00,43.269,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 2:00,45.159,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 3:00,39.113,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 4:00,36.299,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 5:00,38.422,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 6:00,37.183,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 7:00,39.488,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 8:00,33.496,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 9:00,23.512,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 10:00,26.509,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 11:00,27.695,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 12:00,26.761,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 13:00,25.785,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 14:00,26.611,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 15:00,26.676,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 16:00,29.784,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 17:00,32.524,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 18:00,43.749,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 19:00,45.113,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 20:00,46.81,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 21:00,44.905,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 22:00,47.006,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/1/2016 23:00,42.423,11.32,0,6.98,10.7,90.97,12.23,1.74,1.7,6.02,1
1/2/2016 0:00,40.889,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 1:00,42.495,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 2:00,41.059,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 3:00,42.547,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 4:00,40.632,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 5:00,40.548,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 6:00,57.645,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 7:00,54.855,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 8:00,59.793,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 9:00,55.342,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 10:00,56.03,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 11:00,58.122,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 12:00,57.451,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 13:00,60.566,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 14:00,59.076,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 15:00,57.447,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 16:00,61.061,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 17:00,65.152,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 18:00,84.73,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 19:00,84.815,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 20:00,82.806,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 21:00,80.528,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 22:00,78.415,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/2/2016 23:00,68.501,12.83,0,5.47,0.32,84.78,8.42,2.52,1.99,4.78,1
1/3/2016 0:00,60.477,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 1:00,58.586,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 2:00,60.577,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 3:00,58.17,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 4:00,60.03,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 5:00,57.604,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 6:00,62.357,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 7:00,61.914,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 8:00,58.521,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 9:00,59.052,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 10:00,59.956,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 11:00,65.835,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 12:00,62.093,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 13:00,60.191,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 14:00,60.072,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 15:00,62.056,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 16:00,65.845,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 17:00,68.448,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 18:00,81.399,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 19:00,85.912,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 20:00,82.301,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 21:00,84.396,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 22:00,75.598,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/3/2016 23:00,65.938,11.76,0,6.54,5.05,94.54,10.13,2.96,0.46,6.92,1
1/4/2016 0:00,65.072,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 1:00,60.356,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 2:00,59.737,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 3:00,58.466,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 4:00,56.697,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 5:00,59.996,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 6:00,70.87,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 7:00,73.367,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 8:00,70.891,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 9:00,69.942,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 10:00,73.554,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 11:00,73.905,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 12:00,75.615,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 13:00,71.279,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 14:00,68.459,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 15:00,71.471,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 16:00,74.484,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 17:00,77.099,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 18:00,90.748,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 19:00,89.268,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 20:00,88.027,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 21:00,62.261,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 22:00,41.998,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/4/2016 23:00,40.773,10.96,0,7.34,30.05,95.45,10.89,3.8,0.45,7.44,1
1/5/2016 0:00,41.5,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 1:00,39.659,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 2:00,37.27,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 3:00,38.147,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 4:00,39.086,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 5:00,37.303,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 6:00,43.2,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 7:00,40.888,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 8:00,33.225,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 9:00,31.778,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 10:00,33.324,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 11:00,32.28,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 12:00,31.277,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 13:00,28.278,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 14:00,27.763,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 15:00,26.566,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 16:00,28.103,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 17:00,28.108,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 18:00,37.197,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 19:00,41.437,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 20:00,41.845,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 21:00,48.581,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 22:00,49.06,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/5/2016 23:00,44.984,15.26,0,3.04,1.37,87.25,5.4,0.68,1.84,2.42,1
1/6/2016 0:00,43.715,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 1:00,41.245,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 2:00,40.561,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 3:00,42.547,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 4:00,40.551,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 5:00,42.116,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 6:00,41.027,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 7:00,47.162,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 8:00,40.628,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 9:00,33.183,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 10:00,34.924,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 11:00,33.326,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 12:00,32.002,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 13:00,30.801,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 14:00,28.794,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 15:00,33.591,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 16:00,31.603,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 17:00,35.41,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 18:00,47.691,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 19:00,48.969,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 20:00,50.166,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 21:00,44.011,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 22:00,41.273,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/6/2016 23:00,42.522,13.75,0,4.55,4.5,95.71,8.28,0.82,0.57,3.98,1
1/7/2016 0:00,38.925,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 1:00,39.089,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 2:00,37.547,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 3:00,42.776,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 4:00,43.91,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 5:00,55.256,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 6:00,103.787,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 7:00,108.375,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 8:00,149.759,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 9:00,173.196,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 10:00,185.086,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 11:00,188.13,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 12:00,187.165,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 13:00,169.052,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 14:00,156.698,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 15:00,132.853,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 16:00,134.692,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 17:00,135.512,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 18:00,154.943,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 19:00,155.806,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 20:00,132.895,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 21:00,107.126,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 22:00,84.548,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/7/2016 23:00,73.137,7.45,0.85,10.85,3.14,89.83,13.09,8.61,0.84,10.39,0
1/8/2016 0:00,74.065,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 1:00,69.978,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 2:00,68.922,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 3:00,66.561,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 4:00,64.057,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 5:00,77.285,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 6:00,95.036,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 7:00,110.551,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 8:00,169.777,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 9:00,192.422,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 10:00,212.888,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 11:00,204.056,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 12:00,197.5,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 13:00,179.009,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 14:00,142.01,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 15:00,131.031,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 16:00,149.658,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 17:00,148.767,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 18:00,159.137,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 19:00,134.971,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 20:00,121.306,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 21:00,97.718,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 22:00,76.17,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/8/2016 23:00,78.652,8.16,0.14,10.14,9.61,90.28,12.2,8.08,0.96,10.13,0
1/9/2016 0:00,68.146,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 1:00,66.982,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 2:00,69.088,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 3:00,62.566,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 4:00,60.092,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 5:00,63.13,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 6:00,62.767,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 7:00,85.94,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 8:00,91.514,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 9:00,117.72,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 10:00,112.123,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 11:00,113.387,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 12:00,111.234,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 13:00,79.862,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 14:00,68.771,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 15:00,68.978,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 16:00,82.608,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 17:00,93.332,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 18:00,103.714,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 19:00,101.681,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 20:00,97.669,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 21:00,95.422,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 22:00,96.349,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/9/2016 23:00,87.645,12.91,0,5.39,3.67,91.15,7.65,3.14,1.34,6.27,1
1/10/2016 0:00,82.879,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 1:00,86.839,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 2:00,66.701,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 3:00,68.742,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 4:00,66.637,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 5:00,68.57,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 6:00,63.529,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 7:00,67.214,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 8:00,76.201,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 9:00,72.105,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 10:00,72.078,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 11:00,81.003,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 12:00,75.789,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 13:00,80.043,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 14:00,78.366,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 15:00,77.941,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 16:00,81.567,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 17:00,84.227,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 18:00,96.389,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 19:00,96.405,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 20:00,95.537,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 21:00,97.811,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 22:00,96.104,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/10/2016 23:00,84.607,9.6,0,8.7,22.13,87.09,10.18,7.21,1.01,8.81,1
1/11/2016 0:00,82.979,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 1:00,72.359,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 2:00,75.365,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 3:00,69.324,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 4:00,67.508,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 5:00,74.235,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 6:00,109.001,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 7:00,119.77,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 8:00,179.452,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 9:00,226.219,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 10:00,227.699,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 11:00,231.599,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 12:00,221.711,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 13:00,202.774,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 14:00,150.341,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 15:00,141.914,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 16:00,176.041,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 17:00,173.139,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 18:00,177.42,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 19:00,159.019,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 20:00,134.028,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 21:00,112,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 22:00,82.338,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/11/2016 23:00,80.317,11.82,0,6.48,4.34,82.84,9.61,3.35,2.05,5.53,0
1/12/2016 0:00,72.311,14.95,0,3.35,0.13,87.71,7.24,-0.54,1.89,3.31,0
1/12/2016 1:00,71.548,14.95,0,3.35,0.13,87.71,7.24,-0.54,1.89,3.31,0
1/12/2016 2:00,74.275,14.95,0,3.35,0.13,87.71,7.24,-0.54,1.89,3.31,0
1/12/2016 3:00,75.524,14.95,0,3.35,0.13,87.71,7.24,-0.54,1.89,3.31,0
1/12/2016 4:00,75.964,14.95,0,3.35,0.13,87.71,7.24,-0.54,1.89,3.31,0
1/12/2016 5:00,83.769,14.95,0,3.35,0.13,87.71,7.24,-0.54,1.89,3.31,0
1/12/2016 6:00,102.296,14.95,0,3.35,0.13,87.71,7.24,-0.54,1.89,3.31,0
