DATE,ENERGY,HDD18_3,CDD0,CDD10,PRECTOT,RH2M,T2M,T2M_MIN,T2M_MAX,ALLSKY,HOLIDAY
1/1/2016 0:00,,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 1:00,113.415,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 2:00,112.431,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 3:00,111.517,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 4:00,117.24,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 5:00,114.948,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 6:00,118.098,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 7:00,119.182,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 8:00,116.869,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 9:00,116.89,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 10:00,114.626,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 11:00,115.988,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 12:00,115.858,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 13:00,115.119,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 14:00,113.394,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 15:00,116.401,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 16:00,113.698,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 17:00,114.385,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 18:00,113.489,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 19:00,110.768,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 20:00,114.425,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 21:00,113.896,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 22:00,112.959,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/1/2016 23:00,114.262,11.32,6.98,0,10.7,90.97,6.02,1.74,12.23,1.7,1
1/2/2016 0:00,114.112,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 1:00,115.614,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 2:00,113.107,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 3:00,116.171,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 4:00,115.038,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 5:00,114.848,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 6:00,114.799,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 7:00,114.751,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 8:00,116.699,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 9:00,113.864,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 10:00,116.529,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 11:00,115.103,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 12:00,111.876,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 13:00,116.213,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 14:00,114.152,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 15:00,115.357,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 16:00,113.202,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 17:00,115.251,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 18:00,116.607,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 19:00,114.5,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 20:00,113.262,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 21:00,112.782,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 22:00,114.866,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/2/2016 23:00,112.163,12.83,5.47,0,0.32,84.78,4.78,2.52,8.42,1.99,1
1/3/2016 0:00,113.416,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 1:00,114.788,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 2:00,116.355,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 3:00,114.355,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 4:00,113.204,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 5:00,114.409,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 6:00,114.615,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 7:00,115.249,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 8:00,109.989,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 9:00,114.154,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 10:00,115.111,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 11:00,115.968,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 12:00,114.433,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 13:00,113.579,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 14:00,112.467,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 15:00,114.57,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 16:00,114.347,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 17:00,115.207,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 18:00,112.127,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 19:00,113.921,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 20:00,113.508,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 21:00,110.481,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 22:00,112.131,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/3/2016 23:00,111.178,11.76,6.54,0,5.05,94.54,6.92,2.96,10.13,0.46,1
1/4/2016 0:00,116.536,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 1:00,115.404,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 2:00,113.502,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 3:00,110.16,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 4:00,115.141,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 5:00,117.049,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 6:00,139.773,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 7:00,144.662,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 8:00,152.135,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 9:00,173.43,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 10:00,174.817,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 11:00,177.975,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 12:00,163.753,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 13:00,135.455,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 14:00,122.452,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 15:00,117.989,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 16:00,134.675,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 17:00,153.766,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 18:00,150.771,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 19:00,125.23,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 20:00,118.411,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 21:00,114.061,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 22:00,116.126,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/4/2016 23:00,113.38,10.96,7.34,0,30.05,95.45,7.44,3.8,10.89,0.45,1
1/5/2016 0:00,114.951,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 1:00,114.638,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 2:00,116.307,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 3:00,117.567,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 4:00,121.19,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 5:00,118.423,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 6:00,134.18,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 7:00,140.649,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 8:00,152.083,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 9:00,164.968,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 10:00,164.542,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 11:00,166.582,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 12:00,144.635,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 13:00,122.227,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 14:00,118.695,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 15:00,118.897,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 16:00,128.744,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 17:00,138.203,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 18:00,134.991,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 19:00,117.983,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 20:00,119.631,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 21:00,114.281,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 22:00,116.486,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/5/2016 23:00,111.927,15.26,3.04,0,1.37,87.25,2.42,0.68,5.4,1.84,1
1/6/2016 0:00,114.377,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 1:00,115.26,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 2:00,119.34,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 3:00,113.989,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 4:00,117.86,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 5:00,111.252,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 6:00,118.804,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 7:00,115.181,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 8:00,119.254,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 9:00,117.037,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 10:00,119.352,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 11:00,118.044,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 12:00,116.697,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 13:00,115.415,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 14:00,116.518,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 15:00,115.438,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 16:00,111.608,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 17:00,113.558,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 18:00,115.079,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 19:00,131.866,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 20:00,130.018,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 21:00,128.246,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 22:00,119.031,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/6/2016 23:00,119.965,13.75,4.55,0,4.5,95.71,3.98,0.82,8.28,0.57,1
1/7/2016 0:00,119.208,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 1:00,120.027,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 2:00,122.728,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 3:00,128.337,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 4:00,131.244,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 5:00,146.362,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 6:00,173.919,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 7:00,203.965,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 8:00,231.252,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 9:00,251.99,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 10:00,275.157,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 11:00,289.111,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 12:00,285.328,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 13:00,274.168,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 14:00,246.926,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 15:00,222.825,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 16:00,232.337,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 17:00,235.993,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 18:00,234.914,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 19:00,215.462,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 20:00,182.921,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 21:00,169.939,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 22:00,135.406,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/7/2016 23:00,131.035,7.45,10.85,0.85,3.14,89.83,10.39,8.61,13.09,0.84,0
1/8/2016 0:00,130.526,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 1:00,133.645,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 2:00,135.46,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 3:00,137.595,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 4:00,143.414,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 5:00,152.849,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 6:00,194.591,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 7:00,202.864,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 8:00,242.76,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 9:00,262.508,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 10:00,278.669,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 11:00,281.037,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 12:00,278.746,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 13:00,272.582,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 14:00,244.343,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 15:00,229.812,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 16:00,227.582,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 17:00,229.186,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 18:00,222.431,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 19:00,203.604,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 20:00,176.059,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 21:00,165.552,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 22:00,125.646,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/8/2016 23:00,127.589,8.16,10.14,0.14,9.61,90.28,10.13,8.08,12.2,0.96,0
1/9/2016 0:00,119.471,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 1:00,119.401,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 2:00,119.231,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 3:00,120.931,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 4:00,120.218,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 5:00,120.252,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 6:00,121.055,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 7:00,120.565,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 8:00,124.1,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 9:00,122.763,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 10:00,124.109,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 11:00,122.065,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 12:00,125.028,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 13:00,123.862,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 14:00,119.34,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 15:00,120.611,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 16:00,120.113,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 17:00,122.299,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 18:00,122.499,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 19:00,121.744,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 20:00,120.523,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 21:00,123.312,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 22:00,120.302,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/9/2016 23:00,120.522,12.91,5.39,0,3.67,91.15,6.27,3.14,7.65,1.34,1
1/10/2016 0:00,120.715,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 1:00,150.284,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 2:00,125.647,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 3:00,121.674,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 4:00,119.976,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 5:00,125.717,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 6:00,121.555,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 7:00,125.354,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 8:00,118.759,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 9:00,118.921,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 10:00,126.805,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 11:00,122.061,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 12:00,120.164,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 13:00,125.968,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 14:00,119.964,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 15:00,124.656,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 16:00,119.412,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 17:00,119.933,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 18:00,124.711,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 19:00,120.525,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 20:00,124.235,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 21:00,119.621,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 22:00,119.955,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/10/2016 23:00,123.953,9.6,8.7,0,22.13,87.09,8.81,7.21,10.18,1.01,1
1/11/2016 0:00,125.801,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 1:00,125.861,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 2:00,132.615,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 3:00,134.629,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 4:00,142.068,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 5:00,149.344,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 6:00,199.528,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 7:00,205.071,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 8:00,238.424,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 9:00,276.019,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 10:00,307.912,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 11:00,306.304,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 12:00,308.421,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 13:00,289.431,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 14:00,265.725,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 15:00,268.155,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 16:00,259.024,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 17:00,258.219,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 18:00,264.343,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 19:00,220.228,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 20:00,193.053,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 21:00,170.695,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 22:00,134.463,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/11/2016 23:00,130.06,11.82,6.48,0,4.34,82.84,5.53,3.35,9.61,2.05,0
1/12/2016 0:00,132.32,14.95,3.35,0,0.13,87.71,3.31,-0.54,7.24,1.89,0
1/12/2016 1:00,133.704,14.95,3.35,0,0.13,87.71,3.31,-0.54,7.24,1.89,0
1/12/2016 2:00,133.992,14.95,3.35,0,0.13,87.71,3.31,-0.54,7.24,1.89,0
1/12/2016 3:00,128.468,14.95,3.35,0,0.13,87.71,3.31,-0.54,7.24,1.89,0
1/12/2016 4:00,143.058,14.95,3.35,0,0.13,87.71,3.31,-0.54,7.24,1.89,0
1/12/2016 5:00,145.437,14.95,3.35,0,0.13,87.71,3.31,-0.54,7.24,1.89,0
1/12/2016 6:00,199.18,14.95,3.35,0,0.13,87.71,3.31,-0.54,7.24,1.89,0
